	CellType	Reads (M)	Aligned reads (M)	Alignment rate (%)	Gene count (K)	Isoform count (K)
F2S4_160211_012_E01	L5 IT ALM Tnc	2.053817	1.595023	77.66139826479184	11.958	25.388
F2S4_160211_012_A01	L5 IT ALM Tnc	2.19844	1.806352	82.16517166718218	13.06	29.767
F2S4_160211_011_G01	L5 IT ALM Tnc	2.26415	1.624211	71.7360157233399	12.908	27.563
F2S4_160211_011_F01	L5 IT ALM Tnc	2.286524	1.69584	74.16672643715964	12.496	26.572
F2S4_160211_011_E01	L5 IT ALM Tnc	2.092373	1.603781	76.64890533380043	12.25	25.507
F2S4_160211_011_B01	L5 IT ALM Tnc	2.371554	1.981473	83.55167118269287	12.752	28.31
F2S4_160211_011_A01	L5 IT ALM Tnc	2.37958	2.02709	85.18688171862262	12.881	29.172
F2S4_160211_010_H01	L5 IT ALM Tnc	2.153852	1.574904	73.12034438763666	12.566	26.134
F2S4_160211_010_G01	L5 IT ALM Tnc	2.227257	1.640204	73.64233224993794	12.264	25.208
F2S4_160211_010_F01	L5 IT ALM Tnc	2.398626	1.819033	75.83645803889392	12.083	25.038
F2S4_160211_010_D01	L5 IT ALM Tnc	2.506769	1.865586	74.42193516833822	12.683	27.065
F2S4_160211_009_F01	L5 IT ALM Tnc	2.717717	2.044681	75.23524340466649	12.115	25.445
F2S4_160211_009_D01	L5 IT ALM Tnc	2.343322	1.739504	74.23239315808924	12.205	25.095
F2S4_160211_009_C01	L5 IT ALM Tnc	2.29631	1.837993	80.04115298021608	12.065	25.254
F2S4_160211_009_B01	L5 IT ALM Tnc	2.551513	1.85144	72.56243648376474	12.6	26.135
F2S4_160210_013_B01	L5 IT ALM Tnc	2.991133	2.318758	77.52105974558803	11.7	23.495
F2S4_160210_012_G01	L5 IT ALM Tnc	3.206183	2.64237	82.41482161186683	11.595	23.439
F2S4_160210_011_B01	L5 IT ALM Tnc	3.102039	2.44233	78.73305267922164	11.615	22.951
F2S4_160210_010_D01	L5 IT ALM Tnc	1.671644	1.551601	92.818865739356	9.837	19.734
F2S4_160210_009_H01	L5 IT ALM Tnc	2.029361	1.509625	74.38917964817496	12.497	26.608
F2S4_160210_008_E01	L5 IT ALM Tnc	2.178962	1.569067	72.00983771171778	11.818	23.986
F2S4_160210_007_H01	L5 IT ALM Tnc	1.920061	1.371052	71.40668968329652	11.882	24.243
F2S4_160210_004_D01	L5 IT ALM Tnc	2.500333	2.004496	80.1691614676925	12.726	27.963
F2S4_160210_003_H01	L5 IT ALM Tnc	2.276736	1.771495	77.80853818800247	11.949	24.166
F2S4_160210_002_G01	L5 IT ALM Tnc	2.418503	1.820079	75.25642928704245	11.985	23.786
F2S4_160210_002_B01	L5 IT ALM Tnc	2.309239	1.726676	74.77251163695054	12.042	24.025
F2S4_160210_001_H01	L5 IT ALM Tnc	2.031663	1.532814	75.44627233945786	12.822	28.127
F2S4_160210_001_D01	L5 IT ALM Tnc	2.172284	1.622981	74.71311301837144	12.268	25.09
F2S4_160210_001_B01	L5 IT ALM Tnc	2.318447	1.679895	72.45777022291215	12.225	24.976
F2S4_160209_011_C01	L5 IT ALM Tnc	1.851206	1.384519	74.7901097986934	12.785	28.117
F2S4_160209_010_H01	L5 IT ALM Tnc	1.896366	1.288451	67.94316076116108	12.475	26.65
F2S4_160209_005_D01	L5 IT ALM Tnc	2.984331	2.101562	70.41986964582682	12.668	26.811
F2S4_160209_004_C01	L5 IT ALM Tnc	1.884633	1.306104	69.30282978171346	11.804	23.912
F2S4_160209_004_A01	L5 IT ALM Tnc	1.866809	1.353722	72.51529213754596	11.817	24.19
F2S4_160209_003_H01	L5 IT ALM Tnc	2.013539	1.357749	67.43097600791442	12.6	26.555
F2S4_160209_003_F01	L5 IT ALM Tnc	1.748429	1.21703	69.6070586795346	12.149	25.006
F2S4_160209_003_E01	L5 IT ALM Tnc	2.085854	1.591416	76.29565635945757	12.433	26.54
F2S4_160209_003_D01	L5 IT ALM Tnc	1.934689	1.480275	76.51229732530655	11.658	23.384
F2S4_160209_002_H01	L5 IT ALM Tnc	2.128764	1.454474	68.32481195660957	12.476	25.534
F2S4_160209_002_D01	L5 IT ALM Tnc	4.477634	3.197572	71.41208950977234	13.004	27.134
F2S4_160209_001_H01	L5 IT ALM Tnc	2.583655	1.930977	74.7381906640012	12.31	25.566
F2S4_160209_001_F01	L5 IT ALM Tnc	2.191149	1.666685	76.06443012319109	12.123	25.42
F2S4_160209_001_C01	L5 IT ALM Tnc	2.46528	1.928244	78.21602414330219	12.749	27.644
F2S4_160209_001_B01	L5 IT ALM Tnc	2.377329	1.792521	75.40062818398296	11.673	23.477
F2S4_160209_001_A01	L5 IT ALM Tnc	2.465732	2.078819	84.30839199069486	12.829	28.66
F2S4_160211_012_H01	L5 IT ALM Tnc	1.695771	1.353252	79.80157698179767	12.454	26.669
F2S4_180122_013_B01	L5 IT ALM Tmem163 Dmrtb1	1.737525	1.549039	89.15204097782767	11.017	23.373
F2S4_171121_015_H01	L5 IT ALM Tmem163 Dmrtb1	1.865569	1.630016	87.37366454952885	11.524	24.532
F2S4_171121_013_F01	L5 IT ALM Tmem163 Dmrtb1	1.298569	1.102846	84.92779359433345	11.065	22.909
F2S4_171121_012_D01	L5 IT ALM Tmem163 Dmrtb1	1.202731	1.065689	88.6057647138055	10.982	23.477
F2S4_171027_006_F01	L5 IT ALM Tmem163 Dmrtb1	2.658714	2.290806	86.16218216776983	12.796	29.32
F2S4_171027_006_E01	L5 IT ALM Tmem163 Dmrtb1	2.481354	2.190138	88.26382692675048	12.296	27.684
F2S4_171006_014_F01	L5 IT ALM Tmem163 Dmrtb1	1.436053	1.237578	86.17913127161742	11.185	23.268
F2S4_170828_017_G01	L5 IT ALM Tmem163 Dmrtb1	1.305482	1.121	85.86866766451011	10.948	22.401
F2S4_170828_017_E01	L5 IT ALM Tmem163 Dmrtb1	1.283316	1.160306	90.4146757306852	10.943	23.603
F2S4_170828_017_C01	L5 IT ALM Tmem163 Dmrtb1	1.309774	1.189833	90.84261865024041	10.846	22.751
F2S4_161004_033_E01	L5 IT ALM Tmem163 Dmrtb1	2.608095	2.209493	84.71673769552106	11.796	25.14
F2S4_161004_031_A01	L5 IT ALM Tmem163 Dmrtb1	2.133699	1.799804	84.3513541507026	11.649	24.458
F2S4_161004_030_H01	L5 IT ALM Tmem163 Dmrtb1	2.246145	1.967131	87.57809491372997	12.53	28.725
F2S4_161004_030_C01	L5 IT ALM Tmem163 Dmrtb1	1.92245	1.562333	81.26780930583371	12.529	28.13
F2S4_161004_030_A01	L5 IT ALM Tmem163 Dmrtb1	2.146088	1.786429	83.24118116312098	12.911	29.802
F2S4_161004_029_G01	L5 IT ALM Tmem163 Dmrtb1	2.408239	1.951625	81.0395064609451	12.614	27.788
F2S4_161004_029_D01	L5 IT ALM Tmem163 Dmrtb1	2.047211	1.70867	83.46330690876515	12.307	27.488
F2S4_160930_011_H01	L5 IT ALM Tmem163 Dmrtb1	3.002614	2.526767	84.1522420131259	13.807	32.778
F2S4_160930_011_G01	L5 IT ALM Tmem163 Dmrtb1	3.217323	2.75338	85.57984386398257	13.452	31.648
F2S4_160930_010_A01	L5 IT ALM Tmem163 Dmrtb1	2.716427	2.182705	80.35205805272882	13.319	30.466
F2S4_160930_008_G01	L5 IT ALM Tmem163 Dmrtb1	2.933586	2.57778	87.87129472256822	13.227	30.804
F2S4_160930_008_E01	L5 IT ALM Tmem163 Dmrtb1	2.702587	2.246323	83.11750926057144	14.234	34.244
F2S4_160930_002_H01	L5 IT ALM Tmem163 Dmrtb1	3.313094	2.941966	88.79814457422577	13.038	30.56
F2S4_160930_002_D01	L5 IT ALM Tmem163 Dmrtb1	3.020732	2.588142	85.67929892489634	13.555	31.814
F2S4_160929_001_F01	L5 IT ALM Tmem163 Dmrtb1	2.990966	2.642405	88.34620654330408	12.719	28.806
F2S4_160929_001_B01	L5 IT ALM Tmem163 Dmrtb1	2.900341	2.569425	88.59044505456427	12.364	28.16
F2S4_160928_008_E01	L5 IT ALM Tmem163 Dmrtb1	2.993897	2.680687	89.53838425303208	12.749	29.045
F2S4_160928_005_G01	L5 IT ALM Tmem163 Dmrtb1	2.965576	2.472113	83.36029830292664	12.594	27.75
F2S4_160928_004_C01	L5 IT ALM Tmem163 Dmrtb1	2.752024	2.372883	86.22319427446853	12.496	27.198
F2S4_160928_003_A01	L5 IT ALM Tmem163 Dmrtb1	2.860725	2.548216	89.07588111405326	12.771	29.168
F2S4_160928_002_B01	L5 IT ALM Tmem163 Dmrtb1	3.157805	2.745633	86.9475157585728	12.781	29.554
F2S4_160928_001_F01	L5 IT ALM Tmem163 Dmrtb1	3.219996	2.786474	86.53656712617035	13.17	31.086
F2S4_160928_001_C01	L5 IT ALM Tmem163 Dmrtb1	2.827691	2.363673	83.59021547969702	12.871	28.826
F2S4_160927_005_D01	L5 IT ALM Tmem163 Dmrtb1	2.506947	2.196534	87.61788741445274	12.222	26.92
F2S4_160926_008_H01	L5 IT ALM Tmem163 Dmrtb1	2.975245	2.450266	82.35510016822144	13.071	29.622
F2S4_160926_005_G01	L5 IT ALM Tmem163 Dmrtb1	3.314507	2.780024	83.87443441815027	13.186	30.103
F2S4_160926_005_A01	L5 IT ALM Tmem163 Dmrtb1	3.106048	2.568628	82.69762733866315	13.376	30.476
F2S4_160926_003_B01	L5 IT ALM Tmem163 Dmrtb1	2.874882	2.55336	88.81616706355253	12.857	29.989
F2S4_160926_002_E01	L5 IT ALM Tmem163 Dmrtb1	2.33894	2.001724	85.58252883784961	11.861	24.918
F2S4_160921_004_C01	L5 IT ALM Tmem163 Dmrtb1	2.327371	1.891321	81.26426770807062	12.536	26.768
F2S4_160921_003_G01	L5 IT ALM Tmem163 Dmrtb1	3.014936	2.550272	84.58793155144919	12.993	29.644
F2S4_160921_003_F01	L5 IT ALM Tmem163 Dmrtb1	2.914987	2.398559	82.28369457565334	12.58	28.026
F2S4_160921_003_D01	L5 IT ALM Tmem163 Dmrtb1	2.961236	2.467791	83.33651894006422	12.888	29.29
F2S4_160921_003_C01	L5 IT ALM Tmem163 Dmrtb1	2.668451	2.182928	81.80506218776361	12.716	29.069
F2S4_160921_002_E01	L5 IT ALM Tmem163 Dmrtb1	2.691327	2.334161	86.72900022925494	12.483	27.709
F2S4_160921_001_G01	L5 IT ALM Tmem163 Dmrtb1	3.261205	2.807416	86.0852353654554	13.288	30.793
F2S4_160920_001_B01	L5 IT ALM Tmem163 Dmrtb1	2.625789	2.269813	86.44308434531487	12.26	26.533
F2S4_160920_001_A01	L5 IT ALM Tmem163 Dmrtb1	2.626111	2.275168	86.63639884224239	12.934	29.467
F2S4_160919_007_B01	L5 IT ALM Tmem163 Dmrtb1	2.903042	2.437172	83.952350672157	12.684	28.113
F2S4_160919_006_F01	L5 IT ALM Tmem163 Dmrtb1	2.869752	2.356585	82.11807152673819	13.25	30.269
F2S4_160919_005_C01	L5 IT ALM Tmem163 Dmrtb1	2.89037	2.35648	81.52866242038218	12.992	29.04
F2S4_160919_003_F01	L5 IT ALM Tmem163 Dmrtb1	2.915068	2.610979	89.568373705176	12.577	29.018
F2S4_160919_002_F01	L5 IT ALM Tmem163 Dmrtb1	2.792366	2.346845	84.04503564360833	12.364	27.366
F2S4_160919_001_D01	L5 IT ALM Tmem163 Dmrtb1	2.922878	2.576021	88.13303189527582	12.754	29.574
F2S4_160919_001_C01	L5 IT ALM Tmem163 Dmrtb1	3.100661	2.659274	85.76474500114652	13.334	30.961
F2S4_160915_006_C01	L5 IT ALM Tmem163 Dmrtb1	2.431472	2.169387	89.22113847085222	11.821	25.597
F2S4_160915_006_B01	L5 IT ALM Tmem163 Dmrtb1	3.039665	2.644888	87.01248328351973	12.63	28.416
F2S4_160915_005_C01	L5 IT ALM Tmem163 Dmrtb1	2.912178	2.48008	85.16237675032227	12.768	28.52
F2S4_160915_005_A01	L5 IT ALM Tmem163 Dmrtb1	3.304957	2.534997	76.7028738951823	14.574	33.452
F2S4_160915_002_G01	L5 IT ALM Tmem163 Dmrtb1	2.995888	2.598761	86.74426413804522	12.744	29.38
F2S4_160915_002_B01	L5 IT ALM Tmem163 Dmrtb1	3.390299	3.01396	88.89953363995329	12.811	30.004
F2S4_160915_001_A01	L5 IT ALM Tmem163 Dmrtb1	3.496347	3.118613	89.19632404907179	12.217	26.981
F2S4_160908_008_A01	L5 IT ALM Tmem163 Dmrtb1	2.511099	2.015874	80.27855532577568	12.447	27.208
F2S4_160908_007_F01	L5 IT ALM Tmem163 Dmrtb1	2.800083	2.306973	82.38945059842871	13.49	30.946
F2S4_160908_006_F01	L5 IT ALM Tmem163 Dmrtb1	2.892661	2.38044	82.29239444234912	12.852	28.608
F2S4_160908_006_D01	L5 IT ALM Tmem163 Dmrtb1	2.887401	2.465941	85.40348223194492	12.649	28.184
F2S4_160908_005_F01	L5 IT ALM Tmem163 Dmrtb1	3.156591	2.681748	84.95709453647937	12.807	28.743
F2S4_160908_005_E01	L5 IT ALM Tmem163 Dmrtb1	2.673444	2.271729	84.97387639314682	13.228	30.028
F2S4_160908_004_F01	L5 IT ALM Tmem163 Dmrtb1	3.166295	2.620725	82.76945136192302	13.298	30.206
F2S4_160908_004_A01	L5 IT ALM Tmem163 Dmrtb1	2.975075	2.685471	90.26565716830669	12.178	27.155
F2S4_160908_003_B01	L5 IT ALM Tmem163 Dmrtb1	2.755469	2.435594	88.39126841927816	12.925	30.131
F2S4_160908_001_E01	L5 IT ALM Tmem163 Dmrtb1	2.858436	2.433134	85.12116416110068	12.985	29.918
F2S4_160908_001_D01	L5 IT ALM Tmem163 Dmrtb1	2.866019	2.472724	86.27730660543422	13.001	30.116
F2S4_160908_001_A01	L5 IT ALM Tmem163 Dmrtb1	2.909842	2.554503	87.78837476399063	12.729	29.527
F2S4_160907_018_F01	L5 IT ALM Tmem163 Dmrtb1	2.871311	2.365057	82.36854175670975	12.672	27.635
F2S4_160907_016_H01	L5 IT ALM Tmem163 Dmrtb1	2.803242	2.436056	86.90138061572993	12.806	29.837
F2S4_160907_016_D01	L5 IT ALM Tmem163 Dmrtb1	2.751156	2.27312	82.62417689145944	13.087	29.637
F2S4_160907_015_B01	L5 IT ALM Tmem163 Dmrtb1	3.110126	2.675633	86.02972998521604	12.953	29.574
F2S4_160907_013_G01	L5 IT ALM Tmem163 Dmrtb1	2.542665	2.12162	83.44079931882494	12.651	28.052
F2S4_160907_013_B01	L5 IT ALM Tmem163 Dmrtb1	2.685885	2.35368	87.63145108595492	12.703	27.989
F2S4_160907_012_F01	L5 IT ALM Tmem163 Dmrtb1	2.998954	2.390713	79.7182284223099	12.669	27.073
F2S4_160907_011_F01	L5 IT ALM Tmem163 Dmrtb1	2.874516	2.364522	82.2580914491344	13.281	30.341
F2S4_160907_010_G01	L5 IT ALM Tmem163 Dmrtb1	2.832612	2.42102	85.46952424123036	13.116	29.675
F2S4_160907_010_D01	L5 IT ALM Tmem163 Dmrtb1	2.93684	2.595405	88.37406872693099	12.704	28.9
F2S4_160907_009_H01	L5 IT ALM Tmem163 Dmrtb1	2.756056	2.416876	87.69328344561939	12.528	28.04
F2S4_160907_009_G01	L5 IT ALM Tmem163 Dmrtb1	2.996996	2.562038	85.48686751667334	12.49	27.646
F2S4_160907_009_F01	L5 IT ALM Tmem163 Dmrtb1	3.10135	2.719426	87.68523384977509	12.981	29.736
F2S4_160907_008_H01	L5 IT ALM Tmem163 Dmrtb1	2.896841	2.43553	84.07537728166648	12.677	28.28
F2S4_160907_008_G01	L5 IT ALM Tmem163 Dmrtb1	2.603819	2.262962	86.90934354500062	13.155	30.606
F2S4_160907_008_D01	L5 IT ALM Tmem163 Dmrtb1	2.568762	2.208517	85.97592926086574	12.97	29.463
F2S4_160907_006_F01	L5 IT ALM Tmem163 Dmrtb1	2.987711	2.427994	81.26602606476997	13.064	29.035
F2S4_160907_006_C01	L5 IT ALM Tmem163 Dmrtb1	2.673963	2.251597	84.20449348027627	12.37	27.564
F2S4_160907_005_H01	L5 IT ALM Tmem163 Dmrtb1	2.961692	2.519672	85.0754231027399	13.424	31.993
F2S4_160907_004_F01	L5 IT ALM Tmem163 Dmrtb1	3.540549	2.904454	82.03400094166187	13.385	30.44
F2S4_160907_004_D01	L5 IT ALM Tmem163 Dmrtb1	3.121124	2.607478	83.5429159495105	12.261	26.712
F2S4_160907_004_A01	L5 IT ALM Tmem163 Dmrtb1	3.113147	2.540328	81.60000154184817	12.891	28.578
F2S4_160907_003_G01	L5 IT ALM Tmem163 Dmrtb1	3.214688	2.565697	79.81169556734588	13.452	30.651
F2S4_160907_003_F01	L5 IT ALM Tmem163 Dmrtb1	2.72216	2.37095	87.09811326299703	12.394	27.656
F2S4_160907_001_D01	L5 IT ALM Tmem163 Dmrtb1	2.868748	2.708284	94.40647976050876	11.557	25.132
F2S4_160906_020_H01	L5 IT ALM Tmem163 Dmrtb1	2.481946	2.198484	88.57904241268746	12.477	28.503
F2S4_160906_019_D01	L5 IT ALM Tmem163 Dmrtb1	2.514734	1.990376	79.1485699879192	12.755	28.265
F2S4_160906_019_B01	L5 IT ALM Tmem163 Dmrtb1	2.953399	2.563634	86.80283293926759	12.578	28.566
F2S4_160906_018_C01	L5 IT ALM Tmem163 Dmrtb1	2.82815	2.268771	80.22102788041653	12.716	27.82
F2S4_160906_018_A01	L5 IT ALM Tmem163 Dmrtb1	2.926848	2.408143	82.2776925894341	13.328	30.242
F2S4_160906_017_H01	L5 IT ALM Tmem163 Dmrtb1	2.75463	2.336154	84.80826826107317	11.081	21.862
F2S4_160906_017_D01	L5 IT ALM Tmem163 Dmrtb1	2.579458	2.050682	79.5004997173825	12.72	27.991
F2S4_160906_016_F01	L5 IT ALM Tmem163 Dmrtb1	2.926332	2.623239	89.64256277141486	10.842	21.428
F2S4_160906_016_B01	L5 IT ALM Tmem163 Dmrtb1	2.787663	2.341318	83.98855959274847	12.429	26.982
F2S4_160906_014_H01	L5 IT ALM Tmem163 Dmrtb1	3.045813	2.359859	77.47878809368797	12.303	24.573
F2S4_160906_014_D01	L5 IT ALM Tmem163 Dmrtb1	3.314985	2.630021	79.33734240124767	13.679	31.564
F2S4_160906_014_B01	L5 IT ALM Tmem163 Dmrtb1	3.15461	2.49509	79.09345370743134	12.862	28.766
F2S4_160906_012_G01	L5 IT ALM Tmem163 Dmrtb1	2.821166	2.363317	83.77093017567914	12.449	27.437
F2S4_160906_012_D01	L5 IT ALM Tmem163 Dmrtb1	2.766036	2.242436	81.07038375494751	13.344	30.347
F2S4_160906_011_D01	L5 IT ALM Tmem163 Dmrtb1	2.82544	2.289298	81.02447760348831	12.905	28.922
F2S4_160906_011_B01	L5 IT ALM Tmem163 Dmrtb1	3.058421	2.309839	75.52390596324051	13.312	29.459
F2S4_160906_010_H01	L5 IT ALM Tmem163 Dmrtb1	3.04118	2.388367	78.53422026976371	12.84	27.066
F2S4_160906_010_F01	L5 IT ALM Tmem163 Dmrtb1	3.177998	2.602646	81.89577211816999	12.641	27.546
F2S4_160906_009_H01	L5 IT ALM Tmem163 Dmrtb1	2.756036	2.273134	82.47838562340986	12.986	29.705
F2S4_160906_009_D01	L5 IT ALM Tmem163 Dmrtb1	2.817763	2.299196	81.59650048637873	12.122	25.635
F2S4_160906_008_A01	L5 IT ALM Tmem163 Dmrtb1	3.12016	2.650683	84.95343187528844	12.976	29.922
F2S4_160906_007_H01	L5 IT ALM Tmem163 Dmrtb1	3.023207	2.489103	82.3331978260172	12.87	28.828
F2S4_160906_007_B01	L5 IT ALM Tmem163 Dmrtb1	3.05022	2.627508	86.1415897869662	12.888	29.886
F2S4_160906_005_F01	L5 IT ALM Tmem163 Dmrtb1	2.857539	2.341292	81.93385987032899	12.481	26.951
F2S4_160906_005_E01	L5 IT ALM Tmem163 Dmrtb1	2.675432	2.097073	78.38259391380532	12.641	27.06
F2S4_160906_005_B01	L5 IT ALM Tmem163 Dmrtb1	2.332509	2.046354	87.73188013422455	12.346	27.786
F2S4_160906_004_H01	L5 IT ALM Tmem163 Dmrtb1	3.242629	2.991417	92.25282941711804	11.297	23.83
F2S4_160906_004_E01	L5 IT ALM Tmem163 Dmrtb1	1.225221	1.05283	85.92980368439653	11.36	24.389
F2S4_160906_004_C01	L5 IT ALM Tmem163 Dmrtb1	2.763068	2.354071	85.19772224208741	13.203	30.116
F2S4_160906_003_D01	L5 IT ALM Tmem163 Dmrtb1	3.277436	2.9341	89.52425005400563	12.651	28.255
F2S4_160906_003_C01	L5 IT ALM Tmem163 Dmrtb1	2.654125	2.272209	85.61047426176236	12.937	29.593
F2S4_160906_002_H01	L5 IT ALM Tmem163 Dmrtb1	2.954821	2.496684	84.49527061030093	12.542	27.456
F2S4_160906_002_C01	L5 IT ALM Tmem163 Dmrtb1	2.73027	2.500904	91.59914587201997	10.358	20.625
F2S4_160906_001_F01	L5 IT ALM Tmem163 Dmrtb1	2.593813	2.241636	86.42242135419941	11.885	26.21
F2S4_160906_001_E01	L5 IT ALM Tmem163 Dmrtb1	2.505681	2.125915	84.84380094672865	12.6	28.28
F2S4_160902_005_C01	L5 IT ALM Tmem163 Dmrtb1	2.693734	2.281046	84.67970482608898	12.883	29.361
F2S4_160902_002_B01	L5 IT ALM Tmem163 Dmrtb1	2.705865	2.369379	87.56456807712135	12.104	26.444
F2S4_160831_002_B01	L5 IT ALM Tmem163 Dmrtb1	2.950933	2.545909	86.27471379390856	12.94	29.635
F2S4_160831_002_A01	L5 IT ALM Tmem163 Dmrtb1	2.755156	2.326075	84.42625390359021	12.785	28.181
F2S4_160830_003_C01	L5 IT ALM Tmem163 Dmrtb1	2.390205	1.956844	81.86929572986418	12.319	27.214
F2S4_160830_003_B01	L5 IT ALM Tmem163 Dmrtb1	2.657512	2.266727	85.29508051139561	12.813	29.122
F2S4_160830_002_E01	L5 IT ALM Tmem163 Dmrtb1	2.247332	1.884378	83.84956027858811	12.713	28.871
F2S4_160830_001_B01	L5 IT ALM Tmem163 Dmrtb1	2.851758	2.3556	82.60167938513717	13.545	31.397
F2S4_160808_027_G01	L5 IT ALM Tmem163 Dmrtb1	2.873071	2.398443	83.48011587600863	12.357	27.231
F2S4_160808_012_G01	L5 IT ALM Tmem163 Dmrtb1	2.88079	2.49728	86.6873322942665	12.872	30.387
F2S4_160808_009_F01	L5 IT ALM Tmem163 Dmrtb1	2.510879	2.193248	87.34980857301368	12.553	28.173
F2S4_160808_009_B01	L5 IT ALM Tmem163 Dmrtb1	2.447618	2.010752	82.15138146557183	12.225	26.714
F2S4_160808_006_D01	L5 IT ALM Tmem163 Dmrtb1	2.621461	2.161947	82.47107242869531	12.787	28.66
F2S4_160808_003_C01	L5 IT ALM Tmem163 Dmrtb1	1.929313	1.667294	86.41905175572859	11.857	25.886
F2S4_160808_002_C01	L5 IT ALM Tmem163 Dmrtb1	1.980075	1.744195	88.08731992475032	12.108	26.462
F2S4_160706_061_F01	L5 IT ALM Tmem163 Dmrtb1	2.503182	2.105779	84.12408686224175	11.155	21.064
F2S4_160706_058_E01	L5 IT ALM Tmem163 Dmrtb1	1.905486	1.512678	79.38541663386664	11.279	22.557
F2S4_160706_054_H01	L5 IT ALM Tmem163 Dmrtb1	2.476803	2.183634	88.16341065478362	12.154	27.111
F2S4_160706_051_E01	L5 IT ALM Tmem163 Dmrtb1	2.163719	1.826511	84.41535153132178	12.328	26.921
F2S4_160706_049_D01	L5 IT ALM Tmem163 Dmrtb1	2.430887	2.045782	84.15784032741959	12.399	26.818
F2S4_160706_048_H01	L5 IT ALM Tmem163 Dmrtb1	2.719507	2.25867	83.05439184381581	12.063	25.448
F2S4_160706_042_D01	L5 IT ALM Tmem163 Dmrtb1	2.234419	1.958782	87.66404152488857	12.21	27.524
F2S4_160629_012_B01	L5 IT ALM Tmem163 Dmrtb1	2.589802	2.204772	85.13284027118677	12.756	28.644
F2S4_160627_013_E01	L5 IT ALM Tmem163 Dmrtb1	1.233668	1.018814	82.58413122493249	12.237	26.496
F2S4_160627_013_B01	L5 IT ALM Tmem163 Dmrtb1	2.431409	1.987848	81.75703881987769	12.277	26.901
F2S4_160624_019_F01	L5 IT ALM Tmem163 Dmrtb1	3.097902	2.544944	82.1505651243971	13.396	30.049
F2S4_160624_018_G01	L5 IT ALM Tmem163 Dmrtb1	2.591686	2.039857	78.70772153725413	13.448	30.405
F2S4_160624_018_C01	L5 IT ALM Tmem163 Dmrtb1	2.617329	2.213772	84.58134227680205	12.235	27.032
F2S4_160624_017_B01	L5 IT ALM Tmem163 Dmrtb1	2.822822	2.370778	83.98609618318123	13.069	29.326
F2S4_160623_025_H01	L5 IT ALM Tmem163 Dmrtb1	2.317226	1.848256	79.76157698903775	12.624	27.072
F2S4_160623_022_G01	L5 IT ALM Tmem163 Dmrtb1	1.186933	0.977757	82.37676431609871	11.264	23.612
F2S4_160623_022_A01	L5 IT ALM Tmem163 Dmrtb1	2.816272	2.196468	77.9920405415386	13.643	31.718
F2S4_160623_021_G01	L5 IT ALM Tmem163 Dmrtb1	2.767467	1.984452	71.70643769193997	13.275	27.485
F2S4_160620_007_D01	L5 IT ALM Tmem163 Dmrtb1	1.84076	1.581018	85.88941524153067	11.901	25.352
F2S4_160606_018_B01	L5 IT ALM Tmem163 Dmrtb1	4.963756	4.051332	81.61827454854752	13.322	29.269
F2S4_160603_025_G01	L5 IT ALM Tmem163 Dmrtb1	2.234394	1.841373	82.4103985241636	12.78	29.248
F2S4_160603_023_E01	L5 IT ALM Tmem163 Dmrtb1	2.166801	1.813963	83.71617882768192	12.334	27.169
F2S4_160603_021_H01	L5 IT ALM Tmem163 Dmrtb1	2.717711	2.229189	82.02450518101446	12.487	27.557
F2S4_160603_021_C01	L5 IT ALM Tmem163 Dmrtb1	2.793168	2.415588	86.48201611933116	12.255	26.808
F2S4_160603_019_D01	L5 IT ALM Tmem163 Dmrtb1	2.354592	1.879836	79.83701634932932	12.052	25.857
F2S4_160603_002_G01	L5 IT ALM Tmem163 Dmrtb1	2.389853	2.007635	84.006631370214	12.8	28.703
F2S4_160520_025_B01	L5 IT ALM Tmem163 Dmrtb1	3.455346	3.056041	88.44384903856228	12.587	28.071
F2S4_160520_022_A01	L5 IT ALM Tmem163 Dmrtb1	3.150026	2.415289	76.67520839510532	12.623	25.351
F2S4_160520_010_F01	L5 IT ALM Tmem163 Dmrtb1	3.517831	3.042857	86.49810067624057	12.478	27.313
F2S4_160520_009_D01	L5 IT ALM Tmem163 Dmrtb1	4.389554	3.737374	85.14245410809389	13.288	29.226
F2S4_160519_024_G01	L5 IT ALM Tmem163 Dmrtb1	3.693768	3.203937	86.73898848005614	11.521	24.266
F2S4_160519_022_D01	L5 IT ALM Tmem163 Dmrtb1	3.712592	3.189266	85.90402608204725	11.177	23.25
F2S4_160519_019_D01	L5 IT ALM Tmem163 Dmrtb1	4.077958	3.441729	84.3983434846558	13.603	31.137
F2S4_160519_019_B01	L5 IT ALM Tmem163 Dmrtb1	3.336397	2.887803	86.55453772437752	13.139	30.565
F2S4_160518_034_B01	L5 IT ALM Tmem163 Dmrtb1	2.49006	2.101184	84.38286627631462	12.981	29.308
F2S4_160518_031_B01	L5 IT ALM Tmem163 Dmrtb1	2.795064	2.456313	87.88038484986392	12.719	28.993
F2S4_160518_031_A01	L5 IT ALM Tmem163 Dmrtb1	2.764652	2.477613	89.61753595027511	13.013	30.771
F2S4_160518_030_F01	L5 IT ALM Tmem163 Dmrtb1	2.502471	2.158803	86.2668538416629	12.484	27.528
F2S4_160518_030_B01	L5 IT ALM Tmem163 Dmrtb1	2.80802	2.419966	86.18051153481812	12.377	27.584
F2S4_160518_029_H01	L5 IT ALM Tmem163 Dmrtb1	2.451257	2.06432	84.21475185996408	11.809	25.037
